county_fips,candidatevotes,totalvotes
51145,6162,19733
51145,7875,19733
51145,18,19733
51147,1810,9575
51147,2620,9575
51147,4,9575
51149,5080,17439
51149,5023,17439
51149,0,17439
51153,52887,228267
51153,27939,228267
51153,396,228267
51155,5300,17386
51155,6783,17386
51155,44,17386
51157,639,4979
51157,2155,4979
51157,18,4979
51159,1253,4102
51159,1294,4102
51159,0,4102
51161,19279,57226
51161,14913,57226
51161,76,57226
51163,2187,12377
51163,5881,12377
51163,20,12377
51165,9267,43821
51165,21030,43821
51165,52,43821
51167,3939,13386
51167,6917,13386
51167,23,13386
51169,3588,10869
51169,5458,10869
51169,17,10869
51171,6083,23684
51171,10315,23684
51171,65,23684
51173,2925,14136
51173,8038,14136
51173,0,14136
51175,2102,9786
51175,3617,9786
51175,11,9786
51177,20997,75317
51177,18410,75317
51177,4,75317
51179,18509,79629
51179,19004,79629
51179,123,79629
51181,885,4471
51181,1138,4471
51181,2,4471
51183,801,5088
51183,1418,5088
51183,0,5088
51185,7682,20152
51185,9013,20152
51185,36,20152
51187,6296,21147
51187,7737,21147
51187,36,21147
51191,10595,28693
51191,11051,28693
51191,33,28693
51193,2125,9948
51193,3160,9948
51193,33,9948
51195,6984,16615
51195,6355,16615
51195,27,16615
51197,3982,15073
51197,7751,15073
51197,0,15073
51199,12902,38791
51199,7286,38791
51199,53,38791
51510,8951,82521
51510,5496,82521
51510,97,82521
51520,2898,7814
51520,2433,7814
51520,16,7814
51530,1128,2776
51530,735,2776
51530,0,2776
51540,1399,24213
51540,1676,24213
51540,19,24213
51550,35502,127246
51550,22440,127246
51550,238,127246
51570,3577,9160
51570,2422,9160
51570,8,9160
51580,510,2603
51580,1070,2603
51580,0,2603
51590,4186,19456
51590,3210,19456
51590,32,19456
51595,244,2384
51595,510,2384
51595,0,2384
51600,2374,13487
51600,1608,13487
51600,25,13487
51610,976,8819
51610,509,8819
51610,5,8819
51620,737,4064
51620,746,4064
51620,4,4064
51630,2202,12877
51630,1819,12877
51630,16,12877
51640,886,2639
51640,948,2639
51640,4,2639
51650,9386,65957
51650,8924,65957
51650,120,65957
51660,2830,17093
51660,2715,17093
51660,46,17093
51670,1964,9628
51670,2021,9628
51670,35,9628
51678,515,2764
51678,389,2764
51678,2,2764
51680,5746,36364
51680,11269,36364
51680,82,36364
51683,3760,16978
51683,2468,16978
51683,28,16978
51685,1239,6088
51685,733,6088
51685,7,6088
51690,1096,6024
51690,1068,6024
51690,1,6024
51700,11557,81270
51700,14705,81270
51700,115,81270
51710,11652,89988
51710,11651,89988
51710,140,89988
51720,1106,1601
51720,3,1601
51730,856,14133
51730,719,14133
51730,9,14133
51735,3285,7857
51735,2299,7857
51735,21,7857
51740,4281,44601
51740,8401,44601
51740,73,44601
51750,1304,6320
51750,1477,6320
51750,5,6320
51760,7533,111181
51760,8967,111181
51760,103,111181
51770,7594,43323
51770,7856,43323
51770,157,43323
51775,4710,13051
51775,2966,13051
51775,7,13051
51790,3053,12992
51790,2616,12992
51790,26,12992
51800,9474,49642
51800,10532,49642
51800,76,49642
51810,47179,227717
51810,57327,227717
51810,581,227717
51820,2866,10717
51820,2620,10717
51820,21,10717
51830,1341,6890
51830,615,6890
51830,7,6890
51840,2825,12113
51840,2370,12113
51840,26,12113
53001,3907,5862
53003,7319,11951
53005,60365,103033
53007,22746,43306
53009,23062,49264
53011,126303,275403
53013,1754,2495
53015,34424,60280
53017,12955,21308
53019,2771,4367
53021,18039,32404
53023,1069,1489
53025,24764,37680
53027,19877,38441
53029,22746,53925
53031,6931,24792
53033,269167,1210507
53035,61563,158672
53037,14105,26364
53039,7237,13560
53041,29391,45309
53043,5150,7033
53045,18710,37303
53047,11840,21282
53049,6953,14064
53051,5728,8553
53053,197730,464081
53055,3057,13197
53057,32762,73423
53059,3885,7312
53061,166428,438796
53063,148576,295430
53065,19808,28430
53067,65277,168134
53069,1741,2981
53071,16400,31261
53073,50489,138620
53075,9067,21126
53077,50555,96193
55001,7362,11818
55003,3841,8757
55005,15803,25346
55007,4617,10880
55009,75871,144017
55011,4834,7816
55013,6462,10141
55015,18156,30774
55017,21317,35938
55019,10002,14898
55021,16927,33869
55023,4620,8695
55025,78800,344791
55027,31355,48436
55029,9752,20117
55031,10923,24677
55033,13173,23524
55035,25341,58275
55037,2133,2940
55039,35754,57251
55041,3285,5053
55043,14142,25608
55045,10169,21406
55047,7168,10671
55049,5909,13992
55051,2438,4010
55053,5791,10184
55055,27208,47979
55057,8749,13709
55059,44972,88738
55061,7927,12095
55063,28684,67884
55065,4821,8555
55067,7330,11165
55069,10017,16497
55071,27218,44829
55073,44624,76751
55075,15304,22979
55077,5719,9065
55078,278,1590
55079,134357,458971
55081,13775,22611
55083,16226,23215
55085,13671,24159
55087,58385,108022
55089,33912,61486
55091,2584,4144
55093,12815,23317
55095,16611,26371
55097,19299,40603
55099,5394,8546
55101,54479,106451
55103,4871,9014
55105,37138,85360
55107,5257,7886
55109,32199,56707
55111,17493,36203
55113,5909,10510
55115,15173,22615
55117,37609,66011
55119,7657,10686
55121,8833,15380
55123,8218,15923
55125,9261,15369
55127,33851,57600
55129,6334,10378
55131,60237,88070
55133,159649,267996
55135,18952,29130
55137,9016,13568
55139,47796,94032
55141,24308,41298
56001,8579,18744
56003,4806,5784
56005,16975,19735
56007,5014,6706
56009,5917,7010
56011,3651,4143
56013,12007,18234
56015,4878,6272
56017,1999,2588
56019,3881,4952
56021,27891,45237
56023,8643,10525
56025,25271,35391
56027,1118,1322
56029,12813,16815
56031,3898,4963
56033,11843,16546
56035,3957,5000
56037,12229,16698
56039,4341,14787
56041,7496,9459
56043,3245,4032
56045,3107,3560
